wall_clock_latency,server_e2e_latency,prompt_tokens,cached_tokens,cached_tokens_device,cached_tokens_host,completion_tokens,request_id,prompt_char_len,trial,position,known_prefix_so_far,guess_digit,ground_truth_pin,ground_truth_digit_this_position
0.12810398545116186,0.12430778983980417,193,0,,,1,39e4eb57b556425295caee531086c884,1109,0,1,,0,784385,7
0.13853660831227899,0.13481838209554553,193,0,,,1,485038e35eb04630b6f302c31d6affeb,1109,0,1,,1,784385,7
0.1365007651038468,0.1328255799598992,193,0,,,1,37516c347884439d8594d7883aef010a,1109,0,1,,2,784385,7
0.12703861482441425,0.12387986620888114,193,0,,,1,9ba0ac8560f24c858cb6c91cc6fd6a1c,1109,0,1,,3,784385,7
0.11015460500493646,0.1060894476249814,193,0,,,1,920ba62b64be4bd39fabb3b5719531ae,1109,0,1,,4,784385,7
0.1352053126320243,0.13104349886998534,193,0,,,1,f40ea43a174d4a4eba4c73f07ecb5fb3,1109,0,1,,5,784385,7
0.1370229460299015,0.13345126621425152,193,0,,,1,19196889ad2648568c25db2c0deaa1c8,1109,0,1,,6,784385,7
0.125818379689008,0.12228089198470116,193,0,,,1,5b93b624bb994ad8a324e68c3ab71e2c,1109,0,1,,7,784385,7
0.12561207357794046,0.12177766999229789,193,0,,,1,df7db3327ad34dd8bd95ccb95e5962b6,1109,0,1,,8,784385,7
0.13621801091358066,0.13267554715275764,193,0,,,1,8edf22d680df4142a0a483fbe6acfbc1,1109,0,1,,9,784385,7
0.12619820702821016,0.12250852584838867,193,0,,,1,f7482040b21c4802a7b11b07fd94b673,1109,0,2,0,0,784385,8
0.1255559460259974,0.12208458594977856,193,0,,,1,6cf36b4fca5a412c8c311ac7331fcee7,1109,0,2,0,1,784385,8
0.12603276642039418,0.12222874723374844,193,0,,,1,aec7c22208d94dc6b5813af81204fbe5,1109,0,2,0,2,784385,8
0.12556327413767576,0.12178527005016804,193,0,,,1,114df6d6d87545289d75aa2afbae0f92,1109,0,2,0,3,784385,8
0.11705050803720951,0.1135807796381414,193,0,,,1,ff31d7527c5844bc8572d1629811ec85,1109,0,2,0,4,784385,8
0.11597057711333036,0.11304605519399047,193,0,,,1,21f10c3a4f57472188788611673853ef,1109,0,2,0,5,784385,8
0.11681160982698202,0.11327071394771338,193,0,,,1,07404094019f44ce893a969e2fc609fd,1109,0,2,0,6,784385,8
0.11501852096989751,0.11203089402988553,193,0,,,1,c0cba3b6bbef4de696da463cbe1d7399,1109,0,2,0,7,784385,8
0.12637076806277037,0.1232499722391367,193,0,,,1,8c818972e0bc41ceba42cd9344ba79dc,1109,0,2,0,8,784385,8
0.1149446489289403,0.11220342293381691,193,0,,,1,83656ac9e1804ce7956b4ca09faf852e,1109,0,2,0,9,784385,8
0.11517252307385206,0.11196444509550929,193,0,,,1,acffe67e65a340528b3ac5492d353579,1109,0,3,00,0,784385,4
0.12519615003839135,0.12180493492633104,193,0,,,1,b4f66db3eda344a4837c329e19fd65f2,1109,0,3,00,1,784385,4
0.11797349201515317,0.11456778086721897,193,0,,,1,96693b461779499c87e43e9c9e50c8fe,1109,0,3,00,2,784385,4
0.12602358171716332,0.12274619098752737,193,0,,,1,8ffb04b9141d4158acb1854482e0e44c,1109,0,3,00,3,784385,4
0.126539490185678,0.12359517626464367,193,0,,,1,e3daa06d0880494c8c8d7d50f52d3447,1109,0,3,00,4,784385,4
0.12307824287563562,0.12007556017488241,193,0,,,1,1c7887770b1e48689b59c92976078854,1109,0,3,00,5,784385,4
0.11509143421426415,0.11218015989288688,193,0,,,1,8482bac1a67f4fcfa1b374125fea5dec,1109,0,3,00,6,784385,4
0.12549548083916306,0.12190008675679564,193,0,,,1,ade0d326bba845e79180629c6c79717c,1109,0,3,00,7,784385,4
0.11638234229758382,0.11323688877746463,193,0,,,1,1acd72c08ec04b1db46a3ffe4d3efbd7,1109,0,3,00,8,784385,4
0.11645059799775481,0.11331053823232651,193,0,,,1,a1113402832a4b968fd984d043a64843,1109,0,3,00,9,784385,4
0.12428862089291215,0.1208138382062316,193,0,,,1,4bd4fd4bbcc64326b985aafdb9b0d072,1109,0,4,000,0,784385,3
0.1253289827145636,0.12249716510996222,193,0,,,1,22adb864b6684c629ad2e8ced3840e65,1109,0,4,000,1,784385,3
0.11569774383679032,0.1131058786995709,193,0,,,1,59f0699f2ee346458556e5f94afe87f1,1109,0,4,000,2,784385,3
0.1224429253488779,0.11971219629049301,193,0,,,1,7501c177d69549999ae1e4aef1248b3e,1109,0,4,000,3,784385,3
0.1156715671531856,0.11267229216173291,193,0,,,1,74a6d2ce676544509e863a9c1e418115,1109,0,4,000,4,784385,3
0.11509865010157228,0.11216998286545277,193,0,,,1,08805281c7a24f6885e34aaaacb7da5c,1109,0,4,000,5,784385,3
0.11558076599612832,0.1132767777889967,193,0,,,1,3cce3f81ee6f434c927619049831abd0,1109,0,4,000,6,784385,3
0.12512010103091598,0.12226873077452183,193,0,,,1,8f154c95acff475793bccd4c77184271,1109,0,4,000,7,784385,3
0.11538607627153397,0.112392817158252,193,0,,,1,7d5df91807ea428283c0f3efebbfaef6,1109,0,4,000,8,784385,3
0.1141974893398583,0.11135443998500705,193,0,,,1,5673af01ebda44edac34bfb9e4e9dfb8,1109,0,4,000,9,784385,3
