wall_clock_latency,server_e2e_latency,prompt_tokens,cached_tokens,cached_tokens_device,cached_tokens_host,completion_tokens,request_id,prompt_char_len,trial,position,known_prefix_so_far,guess_digit,ground_truth_pin,ground_truth_digit_this_position
0.09718455607071519,0.09385643107816577,193,0,,,1,3386bd037e8c4731b90a1cbd28efbc46,1109,0,1,,0,358354,3
0.09681213507428765,0.09369897283613682,193,0,,,1,ccdcbc4151084f4abc36739f958d0ea3,1109,0,1,,1,358354,3
0.0967094311490655,0.09362535597756505,193,0,,,1,251bd572533b4acd86fb672dc4aef690,1109,0,1,,2,358354,3
0.09632277162745595,0.09313250286504626,193,0,,,1,7a3adf89020748fb84f730b2e94fed76,1109,0,1,,3,358354,3
0.09715837799012661,0.09401260688900948,193,0,,,1,b2ef0c27ea9f48e681b81148caf242e8,1109,0,1,,4,358354,3
0.09693295229226351,0.09412833489477634,193,0,,,1,fbd4b0c12efc4e16959fc8455545725e,1109,0,1,,5,358354,3
0.09595262305811048,0.09278802014887333,193,0,,,1,2e124f0099ed474cbbef90f71d9d6bfa,1109,0,1,,6,358354,3
0.09635948995128274,0.09318167110905051,193,0,,,1,ea8e3bd863904fe3b40d821042171ffc,1109,0,1,,7,358354,3
0.09647193877026439,0.09359831502661109,193,0,,,1,6adacda9090949d6a840c767fbadf23e,1109,0,1,,8,358354,3
0.0958571657538414,0.0929259080439806,193,0,,,1,d36ad85a3d104465bd023431bb7078a5,1109,0,1,,9,358354,3
0.09606091072782874,0.09292120393365622,193,0,,,1,8c7d33264164485092fdcb387dbdf74e,1109,0,2,0,0,358354,5
0.09638512087985873,0.09328387910500169,193,0,,,1,1096c39f336744a583ecbe1806f62e18,1109,0,2,0,1,358354,5
0.09699055133387446,0.09376540267840028,193,0,,,1,6aa712ae868044df99b24405bb1fd0e0,1109,0,2,0,2,358354,5
0.0970436385832727,0.09393597999587655,193,0,,,1,db0da588bfad4fb28f425de8e328c67e,1109,0,2,0,3,358354,5
0.09569279523566365,0.0922438851557672,193,0,,,1,02877adc40ff4c78a006336fc63f2887,1109,0,2,0,4,358354,5
0.09625755064189434,0.09310947684571147,193,0,,,1,5f875bda8f284bc299798cf65cd3effb,1109,0,2,0,5,358354,5
0.09748477814719081,0.09412058908492327,193,0,,,1,d822d82082fc4778b21e5ed158bce8d2,1109,0,2,0,6,358354,5
0.09570330707356334,0.09274627268314362,193,0,,,1,4e2408829b994de198be856b45cfb68d,1109,0,2,0,7,358354,5
0.09466793714091182,0.09166597574949265,193,0,,,1,47b63cd3008a4edda2ea509c256c40c2,1109,0,2,0,8,358354,5
