wall_clock_latency,server_e2e_latency,prompt_tokens,cached_tokens,cached_tokens_device,cached_tokens_host,completion_tokens,request_id,prompt_char_len,condition,trial,ground_truth_note
0.15375207411125302,0.1503011411987245,188,4,4,0,1,c782f945526a436b94177111ce00b700,1140,A_before_victim,0,N/A - victim has not run yet
0.08190491003915668,0.07829946302808821,188,187,187,0,1,deee92e043e44aed86750d12c8ba8144,1140,A_before_victim,1,N/A - victim has not run yet
0.09198428690433502,0.08799259690567851,188,187,187,0,1,2f8647e5f2484307923b4e4fced29c01,1140,A_before_victim,2,N/A - victim has not run yet
0.09044024418108165,0.08656332292594016,188,187,187,0,1,d641ae24256e4cd48c564af49b84a71a,1140,A_before_victim,3,N/A - victim has not run yet
0.08099551219493151,0.07741217617876828,188,187,187,0,1,a56918aa5c844b2b8bd8143c62241a19,1140,A_before_victim,4,N/A - victim has not run yet
0.08972431998699903,0.08588666305877268,188,187,187,0,1,3e7dc7b0869441729c50e214979e3e81,1140,A_before_victim,5,N/A - victim has not run yet
0.09065431007184088,0.086804284946993,188,187,187,0,1,846e9343292b4a3fbcc6f3986d40ee8b,1140,A_before_victim,6,N/A - victim has not run yet
0.07988132815808058,0.07618357590399683,188,187,187,0,1,402638fec2fe404eafe02963032780a0,1140,A_before_victim,7,N/A - victim has not run yet
0.08048752485774457,0.07713655894622207,188,187,187,0,1,75c0b4c1211e4f919e23b81ab5a03133,1140,A_before_victim,8,N/A - victim has not run yet
0.08929334115236998,0.08560962206684053,188,187,187,0,1,6fba336b5d9c4d69a59d96464d539a81,1140,A_before_victim,9,N/A - victim has not run yet
0.08115605683997273,0.07758515398018062,188,187,187,0,1,81ee824629974d039c6acb687d9fb2d4,1140,A_before_victim,10,N/A - victim has not run yet
0.08118672901764512,0.07774477102793753,188,187,187,0,1,bbb739e3efac4154ae901b183e905ba5,1140,A_before_victim,11,N/A - victim has not run yet
0.07847279100678861,0.07503843400627375,188,187,187,0,1,2ab99d8a06494675b9564374aa08f072,1140,A_before_victim,12,N/A - victim has not run yet
0.090073361992836,0.08650970784947276,188,187,187,0,1,2732066e1a004066a0f13267ddeb3d8f,1140,A_before_victim,13,N/A - victim has not run yet
0.08666879613883793,0.07565523707307875,188,187,187,0,1,d7d179e5f2d1400587e9ec2068e7064e,1140,A_before_victim,14,N/A - victim has not run yet
0.14917018986307085,0.1446799689438194,188,187,187,0,1,766e0323c98e4acfaaf9f21a1ef8ee51,1140,B_after_victim,0,victim cache is now populated
0.08924438082613051,0.08608563989400864,188,187,187,0,1,7c7874cd2f5b46d9ac0ac5cb64e1d0d1,1140,B_after_victim,1,victim cache is now populated
0.07976969610899687,0.07656529196538031,188,187,187,0,1,f3a41e7f5ba04447b0f474bc71c18cd1,1140,B_after_victim,2,victim cache is now populated
0.0902926919516176,0.08681583683937788,188,187,187,0,1,b826a9655c84433ea92fbd4b7173498a,1140,B_after_victim,3,victim cache is now populated
0.07958324695937335,0.07626773696392775,188,187,187,0,1,cc736c35fb1f4280a45fe103da7d1645,1140,B_after_victim,4,victim cache is now populated
0.07790051610209048,0.07470681495033205,188,187,187,0,1,6a2f46b1dd2d491780589c8bfad6879d,1140,B_after_victim,5,victim cache is now populated
0.08149850694462657,0.07846464705653489,188,187,187,0,1,715dc26341c64fe4a80d85a756128102,1140,B_after_victim,6,victim cache is now populated
0.07897362695075572,0.07557114120572805,188,187,187,0,1,f08cb5aac6744055b0d7aee8ab01befa,1140,B_after_victim,7,victim cache is now populated
0.08117600902915001,0.07776734698563814,188,187,187,0,1,a9e15705c58e4bb98adda0502c55253c,1140,B_after_victim,8,victim cache is now populated
0.07847632793709636,0.07517457799986005,188,187,187,0,1,182225ff570f43ae97bf75b36af0e7ed,1140,B_after_victim,9,victim cache is now populated
0.07946961396373808,0.07615794497542083,188,187,187,0,1,067eba6695434ddba4fe4a17c6e11ff2,1140,B_after_victim,10,victim cache is now populated
0.07788838795386255,0.07499873708002269,188,187,187,0,1,5de95861b1b948d4a8da3a2b35f8670c,1140,B_after_victim,11,victim cache is now populated
0.0888824260327965,0.08609911217354238,188,187,187,0,1,9ac961315e6b44be90ed9e744ba3e6c6,1140,B_after_victim,12,victim cache is now populated
0.08017742587253451,0.07703590299934149,188,187,187,0,1,71abe8a3941f41b793f29331c398fd11,1140,B_after_victim,13,victim cache is now populated
0.08013961813412607,0.07702382211573422,188,187,187,0,1,87d6c8a08338455abee8ad5c0e9a5b3c,1140,B_after_victim,14,victim cache is now populated
